c13,o18,time
27.6929645508275,28.6840591897558,1743.25
27.5504056372726,28.5558511274267,1743.42
27.967942403078,29.0820361009606,1743.58
27.5681250174506,28.8256809655804,1743.75
27.247290718,28.8074760926949,1743.92
25.3715539926067,25.9667229348986,1744.05
25.0024912625136,25.42437386794,1744.05
25.0436891476709,25.1775978855062,1744.15
25.5530862265047,26.5222465484813,1744.15
25.27849830628,25.1951165762919,1744.15
25.3528293129405,25.4221657090398,1744.25
25.4037263159281,26.2159414405568,1744.35
25.2765315299506,25.429579514608,1744.45
25.4413889854873,25.7727038363551,1744.55
25.5999070646145,26.3799543787607,1744.55
25.3815154117265,25.7967721201063,1744.65
25.3327556709355,25.1733316244714,1744.75
25.5991368795318,26.1107704571575,1744.75
25.3983009006784,25.9082515080579,1744.85
25.0548730671387,25.5358203481971,1744.85
25.4830281558222,26.8102367669694,1744.95
26.4290751459231,26.2358613393047,1745.07
26.4428739837115,26.0011833568317,1745.07
26.7610360267929,26.6690414260683,1745.07
26.5542705366972,26.2333494624852,1745.21
26.344350195382,25.6190307908824,1745.21
26.6597853531505,26.8840718652955,1745.21
26.6315400038864,26.4142570241026,1745.36
26.4389355800191,26.014530251718,1745.36
26.6310074829952,26.6975136023032,1745.36
26.4970280561943,26.0697838840226,1745.36
26.5235602644676,26.3969027436556,1745.5
26.4917796583205,26.468861803422,1745.5
26.6412111552082,26.2262135272748,1745.5
26.4389033108637,27.0739574842706,1745.64
26.1446755443051,26.1510391427944,1745.79
26.4346009051787,27.3989083045743,1745.79
26.2567557447159,26.1531391495881,1745.79
26.2629237580672,26.7382586949805,1745.79
26.5261566732958,26.2245530716804,1745.93
26.4344362258601,26.2980188429511,1745.93
26.7606985650979,27.3213054130509,1745.93
26.1809567758726,25.2994735695884,1745.93
26.6080791220273,26.741599832903,1746.06
26.6700518102459,26.753366916108,1746.06
26.3955027147586,25.6331286368719,1746.17
26.8104387734651,26.5967609072079,1746.28
26.7489575283939,26.38349126443,1746.28
26.3510950356207,26.3711142812631,1746.39
26.2545700314404,26.6133716811002,1746.39
26.4793963643729,27.1890333893181,1746.39
26.1208255773967,26.1727354883172,1746.5
26.1551521596927,26.6770540974349,1746.5
26.707383237585,28.190615306983,1746.61
26.604718865639,27.5210830450856,1746.72
26.6316485103029,27.9838353303883,1746.72
26.9486108048947,28.3290465602606,1746.72
26.7764363804201,27.7420141507504,1746.72
27.0465577645485,28.4979895631732,1746.83
26.9802704131339,28.2940495952613,1746.94
26.8184270821121,27.4251263918453,1746.94
27.0602814233573,28.4496551875809,1746.94
26.6240284308562,27.5750923197561,1746.94
26.9213888128515,28.4517303745449,1746.94
26.9620874202218,27.9677010903443,1746.94
27.1561593188583,28.6201535801529,1746.94
27.2717559728477,26.42522018337,1747.08
27.5469956991808,27.00427196115,1747.08
27.7372751272961,27.1415264763358,1747.25
27.5410685045836,26.4707515444465,1747.25
27.4539334115164,26.3931703526678,1747.42
27.2086588175192,25.7517384619848,1747.58
27.2916909299481,26.6499309454573,1747.58
26.8476094745939,26.8288635163955,1747.75
26.9470913507254,27.2019235711058,1747.75
27.0018750733849,27.3717345202998,1747.92
26.8564162374244,26.2493261280714,1748.08
26.6644124646822,25.5766143857308,1748.25
26.8080550491684,26.3741480947165,1748.25
26.5568326094573,26.2002062698349,1748.42
26.3684635279514,26.0165210358611,1748.58
26.3316138630262,25.5171893202282,1748.75
26.2539278361485,25.1548525492896,1748.75
26.3745202872223,25.5133212907463,1748.92
26.4203439909038,25.3659963006397,1748.92
27.2707190838214,26.5049514678238,1749.08
27.3316371803369,26.4166276214137,1749.25
27.0611901561549,26.7495694727972,1749.42
27.1356051096022,26.6350385429152,1749.58
26.7512997514294,26.69918043546,1749.75
26.8536680632995,26.7029581766465,1749.92
26.5263655578842,26.7286956800227,1750.08
26.5831359484447,26.7084157260708,1750.25
26.6817287951522,26.7442099930646,1750.42
25.9989315960082,24.5859827195697,1750.58
26.2725641783275,26.6322855340687,1750.75
25.9723371097142,25.5104262527452,1750.92
26.9692358799653,26.4089911548476,1751.08
26.4337032060868,25.1172139846285,1751.25
26.9438381472892,26.0334148963081,1751.42
26.8235805588674,25.6431877975105,1751.42
26.8865744240917,25.7715704330249,1751.58
26.9877558933296,25.6150731466966,1751.58
26.419831091026,26.3608706831509,1751.75
26.4708794278585,26.6264668191594,1751.92
26.7760944904657,26.5606812784248,1752.08
26.7899837853112,26.0720257779343,1752.25
26.7855181781843,25.9327623890521,1752.42
26.7538473377929,26.3091928938091,1752.58
26.3156648351799,25.4792970642734,1752.75
26.5066954479722,25.8127436263018,1752.92
27.0509834817062,26.5870888026117,1753.08
26.7542256181768,25.907597456051,1753.08
26.7337147653022,26.1132009045583,1753.08
26.727835840153,26.2574711647621,1753.25
26.8394871337542,24.9556679867271,1753.42
26.8622780119638,25.8947442276933,1753.42
27.2391315231353,25.9263114650781,1753.58
26.6372469631529,25.9761784114275,1753.75
26.3784227194002,24.8210530087164,1753.75
26.5258562918412,25.6339907282634,1753.75
26.7866610714513,26.8137971045361,1753.92
27.1989859446497,25.3050790131115,1754.08
27.1931811994994,26.1232819995739,1754.25
27.1802268646311,26.5374003872291,1754.42
27.3465130479882,27.3161213221477,1754.42
26.9420886650153,26.2204829106157,1754.58
27.0580721622,26.9433375610835,1754.58
26.7090478075577,26.5137012857784,1754.75
26.6340570083913,26.1869636683118,1754.92
26.4816815425116,25.6944982036526,1754.92
26.3282528946807,25.5754185366303,1754.92
26.9720789606087,25.7793729644432,1755.08
27.214796203502,26.7553737068023,1755.08
26.8247137521038,25.3401822682837,1755.25
26.6244325068176,24.7868265049379,1755.25
26.4089216214171,26.2650462580184,1755.42
26.4663820802102,26.4640130069059,1755.42
26.3878488671443,26.0078390451882,1755.58
26.4407657937376,26.4369099225187,1755.58
25.4977763903035,24.8375159767043,1755.75
26.1375229275696,26.3939836006731,1755.75
26.8009414676972,28.5182225883324,1755.92
26.6153917073854,28.0752748023155,1755.92
28.3745986766383,29.0960716700411,1756.08
28.1272441593173,28.4586412971266,1756.08
28.236876978291,28.9323456009001,1756.25
27.9242046109066,29.6737148164815,1756.42
28.060149765117,29.5348729080959,1756.58
27.9772211907491,29.5484148021588,1756.58
27.8568561926685,29.0512755914126,1756.58
27.0643824259293,30.19338906675,1756.75
27.1161468048644,30.5302040437127,1756.92
26.7956841360067,29.7683975598414,1756.92
28.0145775065447,30.5980747031541,1757.08
28.0572770902183,30.5915691273904,1757.08
28.0853958409,30.269405255634,1757.08
27.7117525301275,29.7112692973753,1757.25
28.1660829272184,30.6436400687144,1757.25
28.0032225012531,30.257944231617,1757.25
28.2228971909657,29.5648776082956,1757.42
28.0006607844942,29.3837418196511,1757.42
27.8412630947088,29.5354677155124,1757.58
27.2836537953969,28.5387691249092,1757.75
27.5030400983494,28.923379031469,1757.75
27.2356053168034,28.2463563218497,1757.92
27.307794995975,28.4284569522402,1757.92
28.2991548288614,28.2349847703452,1758.08
27.8816881194932,28.0965612859476,1758.25
28.0799430464374,28.0730739191142,1758.25
27.7022500827116,27.9221362609721,1758.42
28.0403878717827,28.3913933397251,1758.58
27.9220093822999,28.381284749924,1758.58
27.1421707458265,28.8306951204404,1758.75
27.144336661901,28.5330006441738,1758.75
27.0607007993275,28.4417343267074,1758.92
27.1822241435679,28.5033969071371,1758.92
27.9213739202598,29.7077991211174,1759.1
28.0631464928037,29.7300876132568,1759.1
27.8734995191463,29.5573889431046,1759.1
27.8983160740777,29.4347395241881,1759.3
28.0277097945179,29.5986832869847,1759.3
28.0260422509417,29.4434030203326,1759.5
28.0499594918392,29.910970845828,1759.5
28.3012195821993,29.7338574524099,1759.7
27.5272213327187,29.3728167909061,1759.9
28.2561613547039,29.9272485097611,1760.08
27.8112752638949,30.0907919129622,1760.25
27.9119326915276,29.2245327096342,1760.42
27.8030524476312,29.1793358329205,1760.58
28.1837102436489,28.7494167080759,1760.75
27.8938136243635,28.5942246616236,1760.92
27.8435972784986,28.2677060804277,1761.08
27.8146559918095,28.4538499054572,1761.25
27.5486042313097,27.2835082487706,1761.42
27.6662297335475,27.3069484762134,1761.58
27.2529833117709,27.4911575440982,1761.75
27.0000742566633,27.3434571560687,1761.92
28.3283930633557,28.9828172397453,1762.08
27.3246164908103,28.1649836156058,1762.25
27.3711333228442,28.6770397490954,1762.42
27.5682571140729,28.2160050270345,1762.58
27.0901734124333,29.1608601979185,1762.75
27.7356513599599,29.2743000995458,1762.92
28.1312956730395,30.1023816515097,1763.17
28.1079603580093,29.4883282497187,1763.5
28.2552745304611,29.4603988942471,1763.83
26.0900752719408,25.5960664460045,1764.08
25.0073197585273,23.995109559629,1764.25
23.1839949104232,20.3357805300093,1764.42
23.996440374485,24.007475700083,1764.58
23.2995924393565,21.0234463677912,1764.75
23.0259611352732,23.0361138608165,1764.92
22.7858253761088,21.5461329204358,1765.08
22.5732597316058,20.167552334009,1765.25
22.7184008829352,21.8228005172439,1765.42
24.239393361438,23.7318996273024,1765.58
23.6389569088978,19.0201135510246,1765.75
23.8355564183884,20.6564472774374,1765.92
23.9382090282424,22.3546452856531,1766.13
23.7043390013416,21.5502862295847,1766.13
23.3160801595904,22.2964801963566,1766.13
22.5920739003391,21.1735591675797,1766.38
25.6698056919207,23.7509974131241,1766.63
25.9106692867917,26.2098438712543,1766.63
22.8074033167369,22.4964764406861,1766.88
25.4770736974224,24.0955548834592,1770.05
25.8372410850588,24.899637686338,1770.05
25.392661213718,22.7640528498808,1770.05
25.9421854585735,25.0276242679972,1770.15
25.8935988478012,24.6191656695872,1770.15
25.421903569818,24.7538708939524,1770.15
25.5469306616825,24.8261850299212,1770.15
25.4980142348851,24.7402905485106,1770.15
25.3800279040329,23.482029993068,1770.15
25.7892753371295,24.6737417820088,1770.15
26.4017058228618,24.6660553939555,1770.25
26.023629839115,24.6217699814767,1770.35
26.9522482485141,25.3057977074874,1770.35
26.9250222895582,25.2947973959661,1770.35
26.5769645077294,24.6883398775203,1770.45
26.6445180087937,25.4958960314292,1770.55
25.9797214206761,24.279272106326,1770.55
26.190981396874,24.9689898383889,1770.55
26.2024080693516,24.6678526870796,1770.55
25.6811375570365,24.9867716637972,1770.65
25.4752825868515,24.9760576243486,1770.65
25.2310223697578,24.7957622289436,1770.65
25.4056573860535,24.416882981648,1770.75
25.5532081342068,25.1707137825349,1770.75
25.0757636841475,24.1337449473261,1770.85
25.4519164874934,25.394543753238,1770.95
24.8153692300588,23.6845046395937,1770.95
25.3531068760417,24.791815829316,1770.95
26.196180473827,25.5202327746116,1771.13
26.3368332465304,25.4628500711824,1771.38
26.2198006307988,25.8360399163525,1771.63
25.4588793674837,25.3695381014168,1771.88
26.0516460651956,25.2967533656738,1771.88
26.0813984397296,25.5360702765443,1772.1
25.968106909238,24.8153343597362,1772.3
27.2224780750928,27.7201960714671,1772.3
26.480461841955,25.3933839603707,1772.3
26.6628994331602,25.5157120802668,1772.3
26.9482324101394,25.5973844543807,1772.5
26.7434508453639,25.288702172444,1772.5
26.8637347845235,26.0269388750762,1772.7
26.7785890081217,26.4965473014924,1772.9
26.789349707302,27.8212346937499,1775.13
26.6059777321697,27.7136754077186,1775.38
26.7417346812768,27.5574752373713,1775.63
26.6124977973196,27.8501696345175,1775.88
26.8195608000758,27.6956928832117,1776.17
26.613360593922,27.5335010332559,1776.5
26.8061279259282,27.2207055229102,1776.83
27.4190572931425,27.6275342704162,1777.06
27.443972276095,27.5598472526351,1777.19
27.739042242841,27.3434248385814,1777.31
27.634785810346,27.4100579794459,1777.44
27.5166052626879,27.3322094205114,1777.56
27.2216285843008,27.5201419923211,1777.69
26.769709960842,27.6357846569351,1777.81
26.6495006821361,27.3950009187207,1777.94
26.8518955342374,27.9407680607345,1778.17
27.314898657405,28.0260214832744,1778.5
27.5165870280287,27.5090886727135,1778.83
26.5696802719762,27.3411551880968,1779.13
27.0664074475521,27.4363305078299,1779.38
27.3623549958267,27.5888428636609,1779.63
27.1872248430951,26.8614680539425,1779.88
26.1596281295592,27.0175953151779,1780.13
26.2418594669807,26.8298749638023,1780.38
27.1809040546226,27.9747435979014,1780.63
26.7525741518569,28.7066241043571,1780.88
25.7856212875385,30.9558095524175,1781.08
27.2224875559557,28.2537306660785,1781.25
26.4303028086786,25.6941008446162,1781.42
27.1646478148653,25.8348610126494,1781.58
27.0077706295736,26.7094674725265,1781.75
26.0415336919228,25.6507837794274,1781.92
26.135185732808,27.2184492105402,1782.17
26.6922189655531,26.80128888573,1782.5
26.290416530839,26.6135360445439,1782.83
25.2347498223354,26.5886776281165,1783.13
27.0110968087409,27.1471776552648,1783.38
27.0863097060333,26.843237118286,1783.63
26.603776405722,27.5302728558103,1783.88
26.4459380174937,27.6595115405802,1784.07
26.9971417838573,27.5237208912467,1784.21
27.44829029546,27.4124640660912,1784.36
27.4400505460885,27.853099387723,1784.5
27.3478843641388,27.6632830060422,1784.64
27.130602177896,27.670173347324,1784.79
26.7709803065423,27.8463729824337,1784.93
26.7346585809713,27.746212880509,1785.17
27.2640403199037,27.5360954695548,1785.5
27.3925016115938,27.5533798300231,1785.83
27.1123227299119,28.1248203811562,1786.07
27.1313796098713,28.0476472186759,1786.21
27.1621703427455,27.4755869951646,1786.36
26.8948570891692,26.9435199294512,1786.5
26.5182461549663,26.0012887492345,1786.64
27.0419052818305,26.9844996464166,1786.79
26.8617694263777,26.268501070639,1786.93
27.1041323614232,28.4986921420587,1787.17
26.9167020535626,27.8363328501155,1787.5
27.0166287368028,28.101987720652,1787.83
27.0609022415752,28.1359741372805,1788.25
27.1973677925527,27.9447611402074,1788.75
27.1172390474429,27.6316724277783,1789.25
26.8933785137092,26.9031978952906,1789.75
26.586850036434,27.3111517051264,1790.5
26.505918893662,27.3619403298948,1791.25
26.7894593903028,27.6824743238825,1791.75
26.5460827783331,27.8513281247383,1792.25
26.5887430771974,27.324710056501,1792.75
27.3695403758333,27.823740921894,1793.25
27.8619524433106,29.1165707557457,1793.75
27.4187457405982,29.0604214881207,1794.25
27.4366553007333,27.0827920193108,1794.75
26.7555285974766,26.5719566029941,1795.1
27.2780086068203,26.8679500332512,1795.3
27.2296909493996,27.6009548858427,1795.5
27.5186872800903,27.1962655034754,1795.7
27.1835278674046,27.6014838849328,1795.9
26.2678071898022,27.9073084363061,1796.17
27.8420489820428,28.1004263003293,1796.5
27.5906115079191,27.370213788249,1796.83
26.7646401854403,27.2810790927911,1797.25
26.7362959285052,27.2184905614364,1797.75
26.5746544243593,27.1997615401079,1798.25
27.3120565320235,29.1562421145411,1798.75
26.5843157147671,28.4374756616953,1799.25
26.9280973513855,28.5622887023781,1799.75
26.7135274515621,28.0682559151495,1800.17
27.3977051686649,27.3708681827291,1800.5
27.8185808210577,28.4902893201954,1800.83
27.3927650454241,28.5985045577412,1801.17
27.7660000398204,27.9814990576707,1801.5
27.5714006650982,27.2482152522486,1801.83
27.3605162295177,27.9441960166783,1802.25
27.742177316389,28.7704857789216,1802.75
27.5164543270805,28.8071183750781,1803.25
27.7325025888112,28.8780546900959,1803.75
27.4845548433582,28.547097794601,1804.17
27.4720848237429,28.5725931829075,1804.5
27.8434014991675,28.6437295829929,1804.83
27.6633454993594,28.9530295436254,1805.17
27.7617221496051,28.3081239995877,1805.5
27.6222388359298,28.9244758580105,1805.83
27.6077475291039,28.9552837409155,1806.25
27.3443548491713,28.7788098368217,1806.75
27.6538744042059,29.2054778259858,1807.25
27.8534082078809,29.2160061341102,1807.75
27.4071900532119,28.5724348368289,1808.5
27.4957488435476,28.9047508086979,1809.5
27.9609736941653,28.5644675211742,1810.25
27.726286983854,28.4156976176423,1810.75
27.1582722831836,27.9110580935184,1811.25
26.9878940152064,28.2060899964613,1811.75
27.2591248558537,27.98579579067,1812.25
26.8205383437343,28.3680571880976,1812.75
26.9855802049859,28.8946322191825,1813.25
27.2061727687399,28.6299704999319,1813.75
27.4310394602927,28.8992492848485,1814.25
27.4425252398373,28.6666986869697,1814.75
27.4639467435653,28.4713923017661,1815.08
27.8976059530947,28.8485683954636,1815.25
27.7896319478637,28.4731648471072,1815.42
27.8563080224802,28.8042269949444,1815.58
27.5954246128257,28.0969725490064,1815.75
26.9799380511992,27.9046079829285,1815.92
27.4239220837076,28.861751172519,1816.5
27.2477930122731,29.1821635593948,1817.5
27.592044637424,28.9452848273179,1818.25
27.4389212750855,28.3971962970402,1818.75
27.2856588484284,27.9555500338762,1819.17
27.3912477320635,28.255728402555,1819.5
27.4447868964023,28.1697281654179,1819.83
26.7053185721439,27.7904037825439,1820.25
27.1997883180865,28.6499791169232,1820.75
27.4303596282918,28.9366038105266,1821.25
26.9173944181405,28.3534349068567,1821.75
27.1040604387966,27.924351310948,1822.5
26.5983624099297,28.2084357765411,1823.25
26.9344696273275,28.446905436532,1823.75
27.5154247491525,28.9158175234185,1824.5
26.9555566264014,28.3061232608358,1825.5
26.2202154832076,24.6363395103544,1828.13
25.8698571578493,24.5484818371189,1828.38
25.0029793713918,24.4922281829614,1828.63
25.7863240474478,24.2718197291813,1828.88
24.9139998717312,23.8917354135637,1829.1
25.0157152743454,24.4305513844041,1829.3
24.5973456836098,23.8378107236943,1829.5
24.5709577967694,23.1861929751285,1829.7
24.805259379138,23.6715816766795,1829.9
25.1392631261541,24.5576791840349,1830.13
24.7746322866516,24.3117516086802,1830.38
24.885283531773,24.6908556214516,1830.63
24.7908632466245,24.0368981322017,1830.88
25.6563021232586,26.2901629310183,1831.17
25.7700728961546,25.8925298888271,1831.5
25.8981666428186,26.0893989362548,1831.83
25.468326081827,25.6937645712329,1832.25
25.8796123684546,25.5432051200057,1832.75
25.7556255615866,25.9757795115973,1833.1
25.695512914752,25.5901483149986,1833.3
25.6278567554996,24.9543618307528,1833.5
25.6482700013306,25.3453075538187,1833.7
25.3049082464019,25.9330364685972,1833.9
25.292758788685,25.5272551815502,1834.06
25.0358003074193,25.0288929663786,1834.17
24.8539911687168,24.9505787405024,1834.28
25.9208852718768,25.7112892852891,1834.39
25.6412074389871,25.4192694217588,1834.5
25.9439924099146,25.2054828113086,1834.61
26.0982974321583,25.0788806245228,1834.72
25.6835694975308,22.7687870278576,1834.83
25.9226002895361,24.9024774505486,1834.94
24.9737816274527,24.0546809793071,1835.04
25.3902487847951,25.5464489111776,1835.04
25.4401341191792,25.3265930571277,1835.11
25.8087456133724,25.1856072640602,1835.18
25.7058483434169,24.5291888502152,1835.25
25.7989677505693,24.6147318051196,1835.32
25.8342399263989,23.8478730802067,1835.39
26.2060890806457,25.0075061561029,1835.46
26.4470152285934,25.4685891038203,1835.54
25.4942863888939,24.0310764307601,1835.61
24.9652710236738,23.9095766894919,1835.68
25.0772512819068,24.7231733509324,1835.75
24.5932496325494,23.9181524699856,1835.82
24.7720864202562,24.1829510627949,1835.89
24.6767671118466,24.1486742946104,1835.96
24.4310056548243,24.8974611885371,1836.13
24.3402587101849,24.3378198370937,1836.13
25.0023672304975,25.1931329788604,1836.38
24.9024807405057,24.2849076553835,1836.63
25.1022510463003,25.3777171078708,1836.88
24.5660035493501,24.8260958422236,1837.04
25.0244991844441,24.779960275292,1837.11
25.607737342142,25.7816875254785,1837.18
25.4913943620783,25.0977456925129,1837.25
25.3243083441409,24.6208034753078,1837.32
25.2832520308213,24.4398810817922,1837.39
25.3790368223117,24.4123600064951,1837.46
25.418298184416,24.9117115453003,1837.54
25.5426009693449,25.5248169737172,1837.61
25.2711216682668,24.5107417592627,1837.61
25.3583779950318,24.495707326657,1837.68
25.1888053710659,24.8731620047576,1837.75
25.0066315233401,24.9936653884773,1837.82
25.318315694944,25.0664959423915,1837.89
25.2325546078882,25.622809335319,1837.89
25.3345854056264,25.1981687746835,1837.96
25.0122117118419,25.7226179557717,1838.5
25.3093933015535,26.195911773739,1838.5
25.1691107933613,25.7631488221994,1838.5
25.1053879316026,25.1903151090838,1839.17
25.2546843790636,25.6690301671218,1839.5
25.2613525891124,25.783768999881,1839.83
25.4611347468053,25.400224253917,1840.25
25.3953504465993,25.9053136101121,1840.75
25.7196088553409,25.8943690167481,1841.1
25.4580358712639,25.664946073834,1841.3
25.2030733736937,25.3551468646185,1841.5
25.487591782161,25.8163694147412,1841.7
25.4461654654963,25.6202213022115,1841.9
25.2760307190083,24.943128349749,1842.13
25.2705071363424,25.5307303059412,1842.38
25.0463740560512,24.6802293179012,1842.63
25.3702067415376,25.3530527955932,1842.88
25.5699382952229,26.2145650860764,1843.13
25.4495827338845,25.414454438442,1843.38
25.4917178002462,25.4161649262008,1843.63
25.5063379731444,25.5435280627633,1843.88
25.8665452488295,25.4092690531637,1843.88
25.4453046708343,25.4531333361598,1844.13
25.4346798687657,26.1715177326403,1844.38
25.2774448725845,25.8742369526243,1844.63
25.6070505052176,26.393249305072,1844.63
25.7086438805885,26.4831825396898,1844.88
25.5173191282498,26.4381444826694,1845.17
25.4361834493151,26.3501491881476,1845.5
25.631663195771,25.9287926769119,1845.83
25.4248884883971,25.6510161688008,1845.83
25.698580199425,26.0417310472737,1845.83
25.3892307930881,26.0198545815537,1846.07
25.2990386586805,25.7829172526814,1846.21
25.3448543034727,25.7238808801497,1846.36
25.4676403391559,25.7831318474938,1846.5
25.4892580029698,25.8268550427175,1846.64
25.4509424639767,25.8003782723262,1846.64
25.1289938771472,25.569029860944,1846.79
25.0312129871635,25.0041802746846,1846.93
25.1115116915567,26.1722465883833,1847.17
24.7018198598345,25.2058915641665,1847.17
25.4903804394361,26.6325469706266,1847.5
25.6166899803019,26.5022019467344,1847.5
25.4108961970951,25.6867505048941,1847.83
25.4763840597758,25.599657225213,1848.08
25.2959730763805,25.3511113002019,1848.25
25.2754803262173,25.3177169648758,1848.42
25.223919148302,25.1036599297717,1848.58
25.1724499266155,25.4544530253804,1848.75
25.0698331562505,25.0693162588034,1848.92
24.990437963638,25.3876803986191,1848.92
27.1015404241995,29.2729817730281,1919.13
27.72787094263,29.7859488604898,1919.38
26.5095103358569,26.2805186166715,1956.5
25.1828111951031,25.3165425033616,1957.17
25.5440158661822,25.86736469509,1957.17
25.2783161665816,25.4297373023572,1957.5
25.9088221123503,27.3023160561298,1957.83
25.5742984378294,26.915360324504,1958.13
25.5964222593477,26.5265423967341,1958.13
25.5523357256193,26.3141176885762,1958.38
25.5956614339381,26.4761954910459,1958.63
24.904975441514,25.1648577417154,1958.88
25.6773298912446,26.3872395100987,1959.08
25.5790827006131,26.7634997135951,1959.25
26.0067682282432,27.2507819441527,1959.42
25.234584188101,25.6280631381275,1959.58
26.1214981653203,25.9976496268461,1959.75
26.0517244944484,25.6783161586842,1959.92
25.8107287493339,24.6813253018544,1960.17
26.6008305551234,26.8611432676343,1960.5
26.6406691507116,26.1811739992844,1960.83
26.691646584309,26.2366861359338,1961.13
26.6515816087973,26.6847347381944,1961.38
26.7493051495749,26.6463302545197,1961.38
26.838768450119,26.2674077549374,1961.63
26.5997254155045,26.3796043554678,1961.63
27.0706326148341,26.5338448091415,1961.88
27.058789111484,26.1439915860027,1962.08
26.8674419583371,25.9266769139558,1962.08
26.8284167799618,26.1200255298722,1962.25
26.8336235125011,25.91803837626,1962.25
26.7279175296562,25.5265919046222,1962.42
26.6059547454598,25.6831083422874,1962.58
26.8076942455436,26.4305532068319,1962.75
26.7698141336867,25.8011013507934,1962.92
27.0764629082832,26.9564505979507,1963.25
27.0496700339428,26.3066141608393,1963.75
26.9828116193612,27.1596722363964,1964.1
26.9543902744551,26.5645226131214,1964.3
26.9849111110938,26.6271268185188,1964.5
27.0668823932164,27.2385277532625,1964.7
26.9421417959218,26.5497740406996,1964.9
26.7278553211103,27.6128272730049,1965.13
26.6048021851746,26.6688669886651,1965.13
26.7037915005236,27.1706348533383,1965.13
26.65,26.34,1965.38
26.47,26.52,1965.38
26.45,25.97,1965.63
26.56,26.32,1965.63
26.53,26.59,1965.88
26.55,26.62,1965.88
26.57,26.81,1965.88
26.12,26.38,1966.25
26.24,27.05,1966.75
26.58,26.89,1967.13
26.63,26.71,1967.38
26.64,26.63,1967.63
26.52,25.94,1967.88
26.27,26.11,1968.17
26.44,26.25,1968.5
26.43,26.43,1968.83
26.01,26.41,1969.17
25.87,26.34,1969.5
25.2,25.87,1969.83
25.01,25.97,1970.25
25.08,25.93,1970.75
25.39,25.38,1971.5
25.57,26.37,1972.5
25.36,25.54,1973.25
25.64,26.28,1973.75
25.78,25.83,1974.25
24.96,25.13,1974.75
24.48,24.76,1975.25
24.89,25.31,1975.75
24.88,25.5,1976.17
24.82,25.52,1976.5
24.84,26.26,1976.83
25.11,28.77,1977.25
24.87,26.17,1977.75
25.1,26.52,1978.25
24.97,26.35,1978.75
25.44,25.5,1979.5
25.3,26.92,1980.5
25.48,26.88,1980.5
25.21,26.05,1981.17
25.05,26.1,1981.5
25.35,27.1,1981.83
25.5,26.62,1982.5
25.52,26.07,1983.17
25.32,24.86,1983.5
25.4,25.03,1983.5
24.96,25.75,1983.83
24.76,25.84,1984.5
25.11,26.17,1985.25
24.93,25.84,1985.75
25.06,26.58,1986.5
25.02,26.3,1987.25
25.06,26.76,1987.75
24.99,26.62,1987.75
24.96,26.05,1988.5
24.86,26.19,1988.5
24.92,26.46,1989.17
25.28,26.8,1989.5
25.11,26.64,1989.5
24.9,26.99,1989.83
25.08,27.52,1989.83
24.95,26.94,1989.83
24.88,27.23,1990.17
24.97,26.71,1990.5
24.98,27.11,1990.5
25.24,27.14,1990.83
25.1,26.88,1991.5
25.02,26.81,1991.5
25.54,27.4,1992.17
25.42,27.47,1992.5
25.62,28.19,1992.83
25.6,27.92,1992.83
26.103542022136,27.2288625963092,1993.5
25.906291184574,26.6377911402447,1994.25
25.6713821484521,26.0258441397209,1994.75
25.7990359911226,26.7598932080851,1995.5
